career_name,domain,paid,customer_type,product_type,physical_presence,location_specific,scale,people_interaction,manual_work,creative_output,technical_work,uniqueness_level,automation_risk,social_impact,typical_age_min
Video Editor,automotive,sometimes,individuals,physical,sometimes,yes,small,medium,yes,no,yes,medium,medium,low,20
Podcast Host,education,yes,individuals,content,sometimes,no,medium,medium,no,yes,no,medium,medium,low,16
Marketing Specialist,music,no,brands,digital,yes,no,large,high,yes,yes,no,low,medium,low,28
Church Choir Member,education,no,organizations,experience,yes,yes,massive,medium,no,no,no,medium,high,low,23
Teacher,non-profit,sometimes,brands,service,yes,yes,medium,high,no,no,no,high,medium,medium,19
Automotive Engineer,social media,no,individuals,experience,yes,yes,massive,low,yes,no,no,high,high,high,21
Event Coordinator,non-profit,no,brands,physical,no,yes,small,low,yes,yes,no,low,low,low,18
Software Developer,non-profit,yes,individuals,service,sometimes,no,medium,low,no,no,yes,medium,medium,medium,28
Software Developer,music,yes,brands,content,sometimes,no,massive,high,yes,no,yes,high,high,medium,14
Marketing Specialist,religion,sometimes,organizations,digital,no,yes,small,medium,yes,no,yes,medium,medium,medium,23
Video Editor,music,no,brands,service,yes,no,small,medium,yes,yes,yes,medium,low,high,13
Interior Designer,music,yes,companies,digital,no,yes,massive,low,no,yes,yes,low,high,high,27
NGO Worker,religion,yes,platform,experience,yes,yes,large,high,no,yes,no,medium,medium,low,18
Event Coordinator,entertainment,no,brands,content,sometimes,yes,medium,medium,yes,no,yes,low,high,low,21
Architect,non-profit,sometimes,brands,content,sometimes,yes,large,medium,yes,yes,no,low,medium,medium,19
Interior Designer,technology,no,companies,physical,sometimes,yes,small,low,yes,no,yes,low,high,high,15
Marketing Specialist,technology,yes,platform,service,sometimes,yes,small,low,yes,no,yes,high,high,high,28
Mechanical Technician,technology,sometimes,platform,physical,no,no,large,medium,yes,no,yes,medium,high,low,15
Software Developer,non-profit,no,brands,digital,sometimes,no,medium,medium,no,no,no,low,medium,low,25
Religious Youth Leader,non-profit,sometimes,brands,content,no,yes,small,medium,no,no,yes,low,medium,low,21
Vehicle Armoring Specialist,entertainment,no,platform,content,sometimes,no,medium,medium,yes,yes,no,medium,high,high,15
Product Manager,technology,no,organizations,physical,sometimes,no,medium,medium,yes,yes,no,high,high,medium,21
Content Creator,automotive,no,platform,digital,no,no,massive,low,no,yes,no,high,medium,high,16
Marketing Specialist,design,sometimes,organizations,digital,yes,no,small,medium,yes,no,yes,high,medium,low,13
Vehicle Armoring Specialist,design,yes,companies,service,yes,no,massive,high,yes,no,no,high,medium,high,29
UX Designer,entertainment,sometimes,companies,content,yes,no,large,high,yes,yes,no,high,medium,high,27
NGO Worker,design,yes,platform,content,no,no,large,high,no,no,no,low,high,low,23
Church Choir Member,entertainment,yes,companies,experience,no,no,massive,medium,no,yes,no,low,medium,high,24
Event Coordinator,social media,sometimes,brands,content,no,yes,massive,high,yes,no,no,low,medium,medium,28
UX Designer,design,no,companies,digital,sometimes,no,massive,medium,yes,no,yes,medium,medium,low,28
Data Analyst,automotive,no,brands,content,sometimes,no,small,low,yes,yes,no,low,medium,high,21
Product Manager,entertainment,yes,brands,physical,yes,yes,small,medium,yes,no,no,high,low,medium,30
Podcast Host,marketing,no,companies,service,yes,yes,medium,low,yes,no,no,medium,high,medium,27
Sound Engineer,religion,yes,individuals,experience,sometimes,no,small,high,no,no,yes,medium,high,high,27
Civil Engineer,automotive,sometimes,companies,physical,no,yes,small,low,yes,yes,no,high,high,low,25
Film Editor,design,no,individuals,digital,sometimes,no,medium,low,yes,yes,no,medium,high,low,28
Mechanical Technician,entertainment,sometimes,organizations,service,sometimes,yes,massive,high,yes,no,yes,low,medium,high,29
Journalist,religion,sometimes,companies,content,sometimes,no,large,low,yes,yes,yes,medium,medium,medium,15
Sound Engineer,education,sometimes,companies,physical,sometimes,yes,massive,medium,yes,no,no,high,medium,medium,21
Marketing Specialist,music,yes,companies,content,yes,yes,massive,high,no,no,no,low,medium,medium,28
Community Manager,entertainment,sometimes,organizations,service,sometimes,no,large,low,yes,yes,no,low,medium,low,26
Music Producer,marketing,no,platform,content,no,yes,medium,low,no,no,no,low,high,high,20
Architect,design,sometimes,platform,physical,no,yes,small,high,no,yes,yes,high,high,high,26
Church Choir Member,social media,yes,platform,experience,sometimes,yes,massive,medium,no,no,no,low,high,high,14
Interior Designer,marketing,no,platform,service,no,yes,massive,low,yes,no,no,medium,medium,medium,13
Game Designer,design,sometimes,organizations,digital,yes,yes,small,low,no,no,yes,medium,medium,low,13
Product Manager,music,yes,brands,service,no,yes,medium,low,no,no,no,medium,low,low,24
Music Producer,design,sometimes,companies,experience,yes,no,small,low,no,no,yes,high,low,high,26
Vehicle Armoring Specialist,design,no,companies,digital,sometimes,no,large,low,no,yes,yes,high,medium,medium,28
Social Media Influencer,technology,yes,organizations,service,no,yes,medium,medium,no,no,no,high,medium,high,17
Community Manager,marketing,yes,organizations,content,yes,no,large,medium,yes,yes,no,low,high,low,18
Journalist,design,yes,platform,experience,no,yes,massive,low,no,yes,no,low,medium,high,15
Product Manager,technology,no,platform,content,no,yes,large,high,yes,yes,yes,medium,high,high,14
NGO Worker,religion,no,platform,experience,yes,yes,large,medium,yes,yes,no,medium,low,low,13
Data Analyst,music,no,companies,content,yes,yes,small,medium,no,no,yes,medium,high,high,21
Vehicle Armoring Specialist,technology,no,individuals,content,sometimes,yes,medium,medium,no,no,no,medium,low,high,20
Automotive Engineer,entertainment,yes,organizations,digital,sometimes,no,large,low,no,no,yes,medium,medium,high,28
Podcast Host,social media,sometimes,individuals,digital,no,yes,medium,low,yes,yes,no,low,medium,medium,20
Teacher,automotive,no,organizations,physical,no,no,medium,high,no,yes,yes,high,medium,medium,30
Software Developer,entertainment,no,brands,physical,sometimes,no,small,medium,yes,yes,yes,high,medium,medium,19
Data Analyst,automotive,sometimes,organizations,physical,no,yes,medium,medium,yes,yes,yes,low,medium,high,18
Fashion Model,religion,sometimes,individuals,physical,no,no,medium,high,no,yes,yes,high,medium,medium,26
Church Choir Member,technology,sometimes,organizations,physical,sometimes,no,large,high,yes,no,no,high,high,low,15
YouTuber,religion,sometimes,platform,experience,no,no,massive,medium,no,no,no,medium,high,low,26
Architect,automotive,yes,platform,content,yes,no,small,low,yes,yes,no,high,medium,medium,13
Marketing Specialist,non-profit,yes,brands,digital,yes,no,large,medium,no,no,yes,low,low,medium,18
Architect,education,yes,platform,physical,sometimes,yes,small,medium,yes,no,no,medium,low,high,30
NGO Worker,technology,no,platform,physical,no,yes,large,medium,no,no,yes,low,medium,medium,25
Social Media Influencer,non-profit,yes,individuals,experience,sometimes,no,large,low,no,yes,yes,medium,low,medium,29
Graphic Designer,marketing,sometimes,brands,physical,no,yes,massive,high,no,no,yes,medium,low,medium,30
Event Coordinator,non-profit,sometimes,individuals,service,yes,no,large,low,no,no,no,high,medium,low,26
Community Manager,education,yes,companies,content,no,yes,small,low,yes,no,no,medium,low,medium,30
Teacher,marketing,yes,brands,digital,sometimes,no,medium,medium,yes,yes,no,low,high,medium,24
Content Creator,technology,sometimes,brands,service,yes,no,massive,medium,no,no,yes,high,high,low,27
NGO Worker,music,no,individuals,experience,sometimes,yes,large,low,no,no,yes,medium,high,high,30
Religious Youth Leader,technology,sometimes,platform,experience,yes,no,large,medium,yes,yes,yes,low,low,high,23
Game Designer,non-profit,sometimes,companies,physical,no,yes,large,medium,yes,no,yes,high,low,high,18
Civil Engineer,design,sometimes,brands,service,sometimes,yes,medium,high,yes,no,no,low,low,high,19
Event Coordinator,music,yes,brands,physical,yes,no,large,high,no,yes,no,low,high,high,23
Vehicle Armoring Specialist,social media,sometimes,platform,digital,yes,yes,small,medium,no,yes,no,low,high,low,21
Teacher,non-profit,no,organizations,experience,no,no,massive,low,yes,yes,no,low,low,medium,21
UX Designer,technology,yes,individuals,digital,no,no,small,high,yes,no,no,low,low,low,25
Graphic Designer,automotive,yes,brands,service,yes,yes,medium,medium,yes,yes,yes,high,low,low,27
Product Manager,music,no,organizations,physical,yes,yes,massive,high,yes,no,no,high,medium,medium,16
Data Analyst,social media,no,brands,digital,sometimes,yes,medium,low,no,no,no,high,high,medium,17
Film Editor,automotive,no,brands,service,no,yes,small,low,yes,no,no,low,low,low,19
Data Analyst,technology,yes,companies,physical,sometimes,yes,medium,medium,no,yes,yes,low,low,low,13
Podcast Host,marketing,yes,platform,content,sometimes,no,medium,low,yes,no,no,high,high,medium,30
Religious Youth Leader,automotive,no,organizations,digital,no,no,medium,medium,no,yes,no,medium,medium,low,29
Church Choir Member,education,sometimes,platform,digital,sometimes,yes,small,medium,yes,yes,no,low,high,medium,18
Product Manager,non-profit,yes,platform,experience,no,no,large,low,yes,yes,no,medium,low,medium,25
Product Manager,social media,sometimes,organizations,physical,yes,no,large,high,yes,no,yes,low,medium,medium,24
Religious Youth Leader,marketing,yes,platform,physical,no,no,massive,medium,no,no,no,high,high,low,14
Community Manager,design,sometimes,companies,physical,sometimes,yes,large,medium,no,no,yes,high,medium,medium,25
YouTuber,entertainment,sometimes,companies,physical,sometimes,no,massive,high,no,yes,yes,low,low,low,25
Content Creator,entertainment,sometimes,brands,content,yes,no,medium,low,no,yes,yes,low,low,low,27
Data Analyst,marketing,no,individuals,digital,no,no,large,medium,yes,no,no,low,high,high,21
Religious Youth Leader,entertainment,yes,companies,content,sometimes,yes,small,medium,no,no,no,medium,high,medium,14
Marketing Specialist,religion,no,individuals,content,no,yes,massive,low,no,yes,yes,medium,medium,high,26
Photographer,technology,yes,platform,content,yes,yes,small,low,yes,no,no,high,low,medium,25
Automotive Engineer,design,no,individuals,content,yes,yes,large,medium,yes,no,no,medium,low,high,15
Community Manager,education,no,companies,content,sometimes,no,massive,medium,no,no,no,high,low,medium,28
Civil Engineer,non-profit,yes,companies,service,sometimes,yes,massive,medium,no,yes,yes,medium,low,high,16
Journalist,education,sometimes,platform,service,sometimes,no,small,high,yes,yes,yes,medium,high,high,22
Video Editor,entertainment,sometimes,platform,physical,no,yes,medium,medium,yes,yes,yes,medium,low,high,23
Game Designer,automotive,sometimes,companies,service,no,yes,massive,medium,yes,no,no,medium,medium,high,15
UX Designer,religion,sometimes,individuals,content,yes,no,medium,medium,no,yes,no,medium,high,medium,25
Journalist,design,yes,companies,content,yes,yes,massive,low,no,yes,no,low,low,high,18
Fashion Model,religion,sometimes,companies,experience,no,no,medium,low,no,yes,yes,medium,high,high,25
Graphic Designer,music,yes,brands,content,yes,yes,medium,low,no,yes,no,low,medium,low,29
Journalist,design,no,brands,experience,yes,no,large,high,yes,yes,yes,low,low,low,15
Product Manager,music,no,organizations,physical,sometimes,yes,large,low,yes,yes,no,high,high,high,29
Podcast Host,non-profit,no,companies,service,yes,no,massive,low,no,no,no,medium,medium,low,19
Product Manager,design,yes,organizations,service,yes,yes,small,high,no,yes,yes,high,low,low,23
Sound Engineer,education,yes,individuals,service,no,yes,medium,low,no,yes,yes,high,medium,medium,23
Podcast Host,entertainment,sometimes,platform,physical,no,no,small,low,no,yes,yes,high,high,medium,24
Photographer,entertainment,no,organizations,digital,no,no,small,medium,no,yes,yes,low,high,medium,25
Music Producer,education,yes,brands,service,yes,no,large,high,no,yes,yes,medium,medium,high,22
Church Choir Member,marketing,sometimes,organizations,physical,sometimes,yes,small,medium,no,no,yes,high,medium,low,26
Game Designer,entertainment,sometimes,brands,service,sometimes,yes,medium,low,no,no,yes,high,low,high,18
Teacher,non-profit,no,individuals,experience,no,no,massive,medium,yes,yes,no,low,medium,medium,22
UX Designer,marketing,yes,individuals,content,no,yes,small,medium,no,yes,no,high,high,high,20
Religious Youth Leader,marketing,no,companies,physical,sometimes,no,massive,high,no,no,no,low,high,medium,20
Community Manager,religion,no,brands,content,yes,yes,massive,high,no,no,yes,high,medium,medium,15
Automotive Engineer,marketing,yes,organizations,experience,yes,yes,small,low,yes,no,yes,medium,high,medium,20
Fashion Model,music,no,companies,experience,yes,yes,small,high,no,yes,no,low,low,medium,17
NGO Worker,entertainment,no,individuals,experience,no,yes,small,low,no,yes,yes,high,medium,high,28
NGO Worker,music,no,brands,experience,sometimes,yes,large,high,yes,yes,yes,medium,high,low,29
Church Choir Member,religion,no,companies,digital,yes,no,small,high,no,yes,no,low,low,low,20
Religious Youth Leader,automotive,no,brands,physical,sometimes,yes,massive,high,yes,no,no,low,high,low,17
Music Producer,music,yes,platform,service,sometimes,yes,small,low,no,no,no,high,high,medium,24
Film Editor,entertainment,yes,brands,service,no,yes,small,low,no,yes,no,medium,medium,low,17
Social Media Influencer,music,yes,platform,digital,no,no,small,low,no,no,yes,high,high,high,18
Civil Engineer,non-profit,sometimes,organizations,physical,sometimes,no,massive,low,yes,no,yes,medium,low,low,25
Software Developer,entertainment,yes,brands,digital,yes,no,massive,low,no,no,no,high,high,low,13
Civil Engineer,marketing,no,platform,experience,yes,yes,massive,medium,no,yes,no,medium,low,high,30
Community Manager,automotive,yes,organizations,physical,no,no,medium,high,yes,yes,no,medium,low,medium,22
Film Editor,music,no,organizations,service,yes,yes,medium,medium,yes,yes,yes,high,low,high,19
Software Developer,technology,no,organizations,service,sometimes,no,small,low,no,no,no,high,medium,medium,25
Community Manager,music,sometimes,companies,content,yes,no,small,low,yes,yes,no,high,medium,high,20
Church Choir Member,automotive,no,platform,physical,yes,no,medium,medium,no,no,no,medium,medium,medium,28
Teacher,technology,yes,companies,digital,sometimes,no,large,medium,yes,no,yes,low,medium,low,15
Film Editor,marketing,no,brands,digital,yes,yes,small,low,yes,yes,no,low,low,medium,29
Graphic Designer,automotive,no,brands,physical,sometimes,yes,massive,high,no,yes,yes,medium,high,low,13
Teacher,technology,no,platform,service,yes,yes,large,high,no,yes,no,low,low,medium,23
Fashion Model,technology,no,brands,experience,no,yes,massive,low,yes,no,no,medium,medium,low,23
Software Developer,design,yes,brands,content,yes,no,massive,medium,no,yes,no,medium,high,high,28
Software Developer,technology,sometimes,organizations,experience,yes,yes,massive,low,yes,no,no,low,low,medium,21
Film Editor,education,no,individuals,content,no,yes,large,medium,no,no,yes,medium,medium,high,29
Community Manager,non-profit,no,platform,experience,sometimes,no,large,medium,yes,no,no,low,medium,high,17
Social Media Influencer,social media,no,organizations,service,sometimes,yes,massive,low,yes,yes,no,medium,medium,medium,17
Game Designer,automotive,yes,individuals,content,sometimes,no,large,medium,yes,yes,no,high,low,low,19
Data Analyst,music,yes,individuals,service,sometimes,no,small,low,no,no,no,low,high,high,27
Architect,non-profit,yes,platform,content,yes,no,medium,low,no,yes,no,low,low,high,29
Video Editor,design,no,organizations,experience,yes,yes,massive,medium,yes,no,no,medium,low,high,24
Data Analyst,technology,sometimes,companies,experience,no,no,medium,low,no,no,yes,high,low,low,27
Video Editor,education,no,organizations,experience,no,no,medium,high,no,yes,no,low,high,high,28
Podcast Host,music,yes,platform,experience,yes,yes,massive,medium,no,yes,no,low,low,high,13
Content Creator,marketing,sometimes,brands,physical,yes,yes,massive,medium,no,no,no,medium,low,medium,19
Sound Engineer,marketing,no,brands,experience,yes,yes,large,medium,yes,yes,yes,low,low,high,19
Photographer,religion,no,platform,content,yes,yes,medium,low,yes,yes,yes,high,high,high,27
Game Designer,marketing,yes,platform,digital,sometimes,no,large,low,no,no,no,low,medium,medium,29
Sound Engineer,design,no,individuals,service,sometimes,yes,massive,low,yes,yes,no,high,medium,high,14
Software Developer,non-profit,no,platform,content,yes,yes,small,high,no,no,no,low,high,low,14
Music Producer,social media,yes,individuals,service,no,yes,large,high,yes,yes,no,medium,high,low,17
Social Media Influencer,education,no,brands,experience,no,yes,medium,high,no,no,no,medium,low,low,15
Mechanical Technician,music,sometimes,brands,physical,yes,yes,small,medium,yes,yes,no,low,medium,medium,18
Content Creator,technology,sometimes,companies,experience,yes,yes,small,low,no,no,no,high,high,medium,28
Music Producer,technology,sometimes,platform,content,sometimes,yes,medium,high,yes,yes,no,high,high,low,16
Video Editor,design,sometimes,organizations,content,yes,no,small,low,no,yes,no,low,low,medium,17
Automotive Engineer,music,sometimes,companies,digital,yes,yes,massive,medium,no,no,yes,low,high,medium,13
Religious Youth Leader,social media,sometimes,platform,digital,no,no,massive,medium,yes,no,yes,high,medium,medium,25
Civil Engineer,religion,no,brands,physical,no,no,medium,high,no,no,no,medium,medium,medium,27
Automotive Engineer,marketing,sometimes,organizations,digital,yes,no,massive,low,no,no,yes,high,medium,medium,23
Music Producer,design,yes,organizations,service,no,yes,large,high,yes,yes,no,low,low,medium,13
NGO Worker,music,no,brands,physical,yes,no,massive,low,yes,yes,no,medium,low,low,25
UX Designer,non-profit,sometimes,brands,experience,sometimes,no,medium,low,yes,no,no,medium,high,medium,17
Journalist,marketing,yes,platform,service,no,no,medium,medium,no,no,no,medium,high,medium,24
Video Editor,social media,yes,companies,experience,yes,yes,large,high,no,yes,yes,medium,low,high,14
Civil Engineer,religion,sometimes,individuals,experience,yes,yes,medium,high,no,no,yes,high,low,low,14
Automotive Engineer,music,yes,organizations,digital,no,yes,massive,high,no,no,yes,medium,medium,high,23
Community Manager,technology,yes,organizations,digital,yes,yes,medium,high,no,no,yes,medium,medium,low,16
Teacher,music,sometimes,platform,experience,yes,yes,large,medium,no,no,yes,high,medium,high,24
Film Editor,technology,sometimes,companies,content,sometimes,yes,massive,medium,yes,no,no,high,low,low,14
Teacher,non-profit,sometimes,brands,service,no,yes,medium,medium,yes,yes,no,low,medium,high,17
Civil Engineer,marketing,sometimes,individuals,service,no,yes,large,medium,no,yes,no,medium,low,high,15
Journalist,music,sometimes,brands,service,no,yes,large,low,yes,no,yes,low,medium,medium,19
Music Producer,social media,no,brands,physical,yes,no,medium,low,no,no,yes,low,low,high,23
YouTuber,entertainment,no,platform,physical,sometimes,yes,massive,low,yes,yes,yes,medium,low,high,23
Mechanical Technician,religion,sometimes,brands,content,sometimes,no,medium,high,yes,no,yes,low,high,low,19
UX Designer,marketing,sometimes,companies,experience,no,no,large,low,no,yes,no,high,low,low,15
Mechanical Technician,social media,yes,individuals,digital,yes,no,medium,low,no,yes,yes,low,low,medium,13
Fashion Model,automotive,no,companies,digital,no,yes,massive,low,yes,no,no,low,medium,medium,16
Film Editor,social media,yes,individuals,content,sometimes,no,large,medium,no,yes,yes,medium,medium,medium,27
Religious Youth Leader,marketing,yes,brands,physical,yes,no,massive,low,no,no,no,low,low,low,25
Graphic Designer,social media,sometimes,individuals,experience,sometimes,no,massive,medium,yes,no,no,high,medium,medium,24
Interior Designer,non-profit,no,platform,experience,no,no,large,low,yes,yes,no,high,high,low,18
Music Producer,education,yes,brands,digital,no,no,massive,medium,no,no,yes,high,low,low,29
Architect,social media,yes,brands,physical,yes,yes,medium,high,no,yes,yes,low,low,medium,27
Music Producer,education,sometimes,companies,service,no,yes,medium,high,no,no,no,medium,low,low,30
Social Media Influencer,technology,yes,companies,service,yes,yes,small,low,yes,yes,yes,medium,medium,high,28
Mechanical Technician,social media,no,brands,service,yes,yes,massive,low,no,no,no,high,low,medium,30
Mechanical Technician,marketing,sometimes,brands,physical,sometimes,no,small,low,yes,no,yes,high,low,high,18
Marketing Specialist,music,yes,organizations,digital,yes,yes,medium,high,yes,yes,yes,medium,high,high,24
Religious Youth Leader,religion,yes,companies,content,yes,no,medium,medium,no,yes,yes,high,low,high,26
Software Developer,entertainment,no,platform,service,no,no,small,medium,no,no,yes,low,high,medium,14
YouTuber,religion,sometimes,platform,service,no,no,medium,low,yes,yes,yes,low,low,high,22
Mechanical Technician,religion,yes,organizations,experience,no,no,massive,high,no,no,yes,medium,high,low,14
Software Developer,marketing,no,individuals,service,yes,no,massive,high,no,yes,no,high,high,low,27
Graphic Designer,automotive,sometimes,brands,physical,sometimes,no,massive,high,yes,yes,yes,low,medium,medium,23
UX Designer,religion,no,organizations,experience,yes,yes,large,high,yes,yes,no,medium,low,high,14
Content Creator,music,sometimes,companies,physical,sometimes,no,small,low,yes,no,no,high,high,high,28
Vehicle Armoring Specialist,social media,sometimes,individuals,physical,yes,no,small,low,yes,yes,yes,high,low,high,25
Interior Designer,music,sometimes,companies,experience,sometimes,yes,small,low,yes,no,no,medium,low,low,28
NGO Worker,technology,sometimes,organizations,content,sometimes,yes,large,low,no,yes,yes,medium,high,medium,26
NGO Worker,religion,no,individuals,content,yes,no,medium,low,no,yes,yes,low,low,low,13
Vehicle Armoring Specialist,technology,yes,organizations,content,yes,no,large,medium,no,no,yes,medium,medium,low,24
Graphic Designer,non-profit,no,brands,service,sometimes,yes,large,medium,no,yes,yes,low,medium,low,14
Social Media Influencer,technology,no,companies,service,no,no,massive,high,no,no,no,low,high,high,14
Fashion Model,social media,sometimes,brands,content,no,yes,small,high,no,yes,yes,low,medium,high,22
Sound Engineer,music,yes,platform,physical,no,no,large,low,yes,no,no,low,medium,medium,13
Photographer,education,yes,platform,digital,no,no,medium,medium,yes,no,yes,high,high,medium,13
Vehicle Armoring Specialist,design,sometimes,organizations,experience,sometimes,yes,large,high,yes,yes,yes,medium,high,high,26
Graphic Designer,design,yes,organizations,digital,no,yes,large,high,yes,no,yes,low,low,low,29
Data Analyst,music,no,platform,experience,sometimes,yes,large,medium,yes,yes,yes,low,medium,low,26
Software Developer,design,no,companies,digital,sometimes,yes,large,high,yes,yes,no,high,medium,medium,18
Video Editor,music,sometimes,platform,experience,yes,no,small,low,no,no,yes,high,high,medium,30
Civil Engineer,entertainment,yes,organizations,physical,sometimes,no,medium,medium,no,yes,yes,high,low,medium,19
Game Designer,entertainment,sometimes,companies,experience,no,yes,small,low,no,no,yes,low,low,low,30
YouTuber,non-profit,yes,brands,experience,sometimes,no,massive,high,yes,no,no,high,low,medium,22
Product Manager,design,yes,companies,digital,yes,no,large,high,yes,yes,no,low,medium,high,21
Podcast Host,automotive,no,individuals,physical,yes,no,large,low,no,yes,yes,low,low,high,20
Product Manager,education,sometimes,organizations,service,sometimes,no,large,medium,no,yes,no,medium,medium,medium,22
Journalist,marketing,no,companies,service,no,yes,massive,high,no,yes,no,low,low,medium,30
Marketing Specialist,automotive,sometimes,companies,experience,sometimes,yes,large,high,no,yes,yes,medium,medium,medium,16
Interior Designer,music,no,platform,experience,sometimes,no,large,medium,yes,yes,yes,medium,high,medium,19
Marketing Specialist,social media,no,companies,experience,no,yes,large,high,yes,no,no,medium,low,medium,30
Civil Engineer,technology,yes,platform,content,yes,yes,small,low,no,yes,no,high,high,high,15
Church Choir Member,education,yes,individuals,service,sometimes,yes,small,low,yes,yes,no,medium,low,high,30
Vehicle Armoring Specialist,technology,yes,companies,content,no,no,large,low,yes,yes,yes,low,medium,medium,28
Podcast Host,social media,no,organizations,service,sometimes,no,medium,medium,no,yes,yes,high,low,low,14
Community Manager,design,yes,companies,content,yes,yes,medium,high,yes,no,no,medium,low,low,25
Podcast Host,entertainment,yes,individuals,content,sometimes,yes,small,low,no,yes,no,medium,medium,low,16
Mechanical Technician,non-profit,yes,platform,digital,sometimes,no,massive,high,yes,yes,no,medium,low,medium,28
Film Editor,non-profit,yes,companies,physical,yes,yes,small,low,yes,no,no,low,low,high,18
YouTuber,marketing,yes,organizations,physical,no,no,massive,low,no,yes,no,high,low,high,13
Religious Youth Leader,technology,sometimes,organizations,content,sometimes,yes,medium,low,yes,no,yes,low,low,high,13
Journalist,automotive,no,organizations,experience,yes,yes,small,high,no,no,no,low,low,low,20
Film Editor,design,yes,brands,experience,no,no,medium,high,no,yes,yes,medium,low,low,18
Photographer,non-profit,yes,platform,digital,yes,yes,massive,high,yes,yes,yes,high,high,high,29
YouTuber,design,no,brands,content,sometimes,yes,medium,high,no,yes,no,medium,high,medium,19
NGO Worker,music,sometimes,platform,physical,sometimes,yes,large,high,no,no,yes,medium,medium,low,15
Automotive Engineer,marketing,no,organizations,service,sometimes,no,small,high,no,no,no,low,high,high,26
Fashion Model,religion,no,individuals,physical,sometimes,yes,large,medium,no,no,yes,medium,high,high,28
Content Creator,social media,yes,brands,content,yes,yes,massive,low,yes,yes,yes,medium,low,medium,24
Music Producer,education,sometimes,brands,physical,yes,yes,medium,low,no,no,yes,low,low,low,23
Event Coordinator,social media,no,organizations,content,sometimes,no,massive,high,no,no,yes,high,medium,low,21
Mechanical Technician,automotive,no,platform,content,sometimes,yes,medium,medium,no,yes,yes,medium,low,high,13
Graphic Designer,marketing,yes,platform,service,no,no,massive,low,yes,yes,no,medium,medium,high,14
YouTuber,education,sometimes,individuals,experience,sometimes,yes,medium,low,no,no,yes,high,high,low,13
Product Manager,entertainment,yes,companies,experience,no,yes,small,medium,no,no,no,high,medium,medium,27
Music Producer,technology,sometimes,organizations,content,no,yes,massive,high,no,no,yes,medium,low,high,26
Data Analyst,music,yes,companies,service,yes,yes,large,medium,yes,yes,yes,high,medium,medium,28
Automotive Engineer,music,yes,brands,experience,yes,yes,small,high,no,yes,no,high,medium,medium,21
Music Producer,non-profit,no,companies,physical,yes,no,medium,medium,yes,yes,yes,medium,high,low,25
UX Designer,non-profit,no,brands,digital,no,no,large,medium,yes,no,yes,low,low,high,20
Civil Engineer,marketing,yes,organizations,digital,yes,no,small,high,no,yes,no,high,medium,high,13
Interior Designer,marketing,no,brands,digital,yes,no,massive,medium,yes,no,yes,high,high,low,18
UX Designer,religion,sometimes,brands,experience,yes,no,massive,medium,no,yes,no,medium,low,low,30
UX Designer,education,yes,organizations,content,yes,yes,small,high,no,yes,yes,high,high,medium,27
Architect,technology,sometimes,organizations,content,no,no,massive,low,yes,no,no,low,medium,medium,14
Sound Engineer,design,no,platform,service,yes,yes,small,medium,no,yes,yes,high,low,high,19
Journalist,social media,sometimes,platform,service,sometimes,no,large,medium,yes,no,yes,low,low,medium,15
Religious Youth Leader,education,no,organizations,physical,yes,no,large,medium,yes,yes,no,high,high,low,29
Product Manager,education,no,individuals,content,sometimes,yes,medium,high,yes,yes,yes,high,low,low,23
Video Editor,design,yes,organizations,experience,sometimes,no,massive,low,yes,no,no,medium,high,low,20
Church Choir Member,music,no,organizations,content,yes,no,medium,medium,yes,no,yes,medium,high,high,17
Sound Engineer,religion,yes,organizations,service,no,no,small,low,no,yes,no,medium,low,high,16
Graphic Designer,design,yes,brands,digital,no,no,large,high,no,no,yes,high,low,low,17
Civil Engineer,technology,sometimes,individuals,content,no,yes,medium,medium,no,yes,no,high,medium,medium,13
NGO Worker,entertainment,yes,organizations,physical,sometimes,yes,medium,high,no,yes,no,low,low,high,24
UX Designer,music,sometimes,brands,service,no,yes,massive,medium,yes,yes,yes,high,low,low,14
Interior Designer,automotive,sometimes,companies,physical,no,no,small,high,yes,no,no,high,medium,low,21
Game Designer,automotive,yes,brands,experience,no,yes,massive,medium,yes,yes,no,medium,medium,medium,29
Software Developer,non-profit,sometimes,individuals,physical,sometimes,no,massive,low,no,yes,no,medium,low,medium,26
Church Choir Member,education,no,brands,experience,yes,no,massive,medium,no,yes,yes,medium,medium,low,27
NGO Worker,entertainment,no,platform,digital,sometimes,no,small,medium,no,no,no,medium,low,high,15
Architect,technology,yes,brands,experience,no,yes,large,low,no,yes,no,medium,medium,low,27
Software Developer,religion,yes,platform,content,yes,no,large,high,yes,yes,no,medium,low,low,13
Automotive Engineer,social media,sometimes,individuals,service,no,no,medium,medium,yes,no,no,high,high,low,20
Religious Youth Leader,religion,no,organizations,experience,no,yes,medium,low,no,yes,no,medium,high,low,25
Photographer,social media,no,organizations,experience,sometimes,yes,small,high,no,no,yes,high,medium,medium,24
Civil Engineer,design,yes,brands,physical,yes,no,medium,low,no,yes,yes,low,medium,high,20
Content Creator,non-profit,no,individuals,experience,yes,no,large,high,no,no,no,low,medium,medium,29
Community Manager,design,sometimes,brands,physical,no,yes,medium,low,yes,no,no,medium,medium,high,26
Civil Engineer,music,sometimes,individuals,content,sometimes,no,large,high,yes,yes,no,high,medium,medium,23
Marketing Specialist,non-profit,no,platform,service,sometimes,no,medium,low,no,yes,no,low,high,medium,20
